snapshot_date,club,club_clean,elo
2021-09-01,Zuerich,zuerich,1462.62939453
2021-09-01,Zulte Waregem,zulte waregem,1417.71765137
2021-09-01,Zvyazda BDU,zvyazda bdu,1090.35412598
2021-09-01,Zwolle,zwolle,1388.2833252
2022-09-01,Aalborg,aalborg,1400.85290527
2022-09-01,Aalesund,aalesund,1277.56787109
2022-09-01,Aarhus,aarhus,1391.39624023
2022-09-01,Aberdeen,aberdeen,1335.56652832
2022-09-01,Adana Demirspor,adana demirspor,1421.15527344
2022-09-01,AEK,aek,1406.79785156
2022-09-01,AIK,aik,1446.41015625
2022-09-01,Ajax,ajax,1886.71411133
2022-09-01,Akademija Pandev,akademija pandev,1115.34338379
2022-09-01,Alanyaspor,alanyaspor,1462.4543457
2022-09-01,Alashkert,alashkert,1135.28271484
2022-09-01,Alaves,alaves,1600.82299805
2022-09-01,Albacete,albacete,1461.6595459
2022-09-01,Alkmaar,alkmaar,1666.16796875
2022-09-01,Altach,altach,1338.43408203
2022-09-01,Amiens,amiens,1423.34057617
2022-09-01,Anderlecht,anderlecht,1549.46228027
2022-09-01,Andorra CF,andorra cf,1438.98754883
2022-09-01,Ankaraguecue,ankaraguecue,1308.76574707
2022-09-01,Annecy,annecy,1318.78405762
2022-09-01,Antalyaspor,antalyaspor,1460.54870605
2022-09-01,Antwerp,antwerp,1529.71032715
2022-09-01,Apollon Lemesos,apollon lemesos,1491.4552002
2022-09-01,Ararat,ararat,1117.88134766
2022-09-01,Arda,arda,1240.89758301
2022-09-01,Arges Pitesti,arges pitesti,1264.90905762
2022-09-01,Aris,aris,1405.2109375
2022-09-01,Aris Limassol,aris limassol,1410.67919922
2022-09-01,Arouca,arouca,1394.49450684
2022-09-01,Ascoli,ascoli,1465.03625488
2022-09-01,Ashdod,ashdod,1319.9395752
2022-09-01,Asteras Tripolis,asteras tripolis,1297.87573242
2022-09-01,Atromitos,atromitos,1257.78442383
2022-09-01,Austria Wien,austria wien,1476.54553223
2022-09-01,B 36 Torshavn,b 36 torshavn,1006.89526367
2022-09-01,Backa Topola,backa topola,1266.30895996
2022-09-01,Bala,bala,1029.06164551
2022-09-01,Ballkani,ballkani,1051.10058594
2022-09-01,Banik Ostrava,banik ostrava,1386.77026367
2022-09-01,Bari,bari,1366.89526367
2022-09-01,Basel,basel,1556.99023438
2022-09-01,Bastia,bastia,1365.19274902
2022-09-01,BATE,bate,1301.03833008
2022-09-01,Batumi,batumi,1194.85473633
2022-09-01,Beer-Sheva,beer-sheva,1493.4152832
2022-09-01,Beitar,beitar,1296.3692627
2022-09-01,Benevento,benevento,1492.96179199
2022-09-01,Benfica,benfica,1793.28295898
2022-09-01,Beroe Stara Zagora,beroe stara zagora,1219.91650391
2022-09-01,Besiktas,besiktas,1511.52050781
2022-09-01,Bielefeld,bielefeld,1529.27294922
2022-09-01,Birmingham,birmingham,1396.81835938
2022-09-01,Blackburn,blackburn,1510.42626953
2022-09-01,Blackpool,blackpool,1450.984375
2022-09-01,Blagoevgrad,blagoevgrad,1091.78540039
2022-09-01,Bnei Sakhinin,bnei sakhinin,1339.19616699
2022-09-01,Boavista,boavista,1464.63879395
2022-09-01,Bobruisk,bobruisk,992.72857666
2022-09-01,Bodoe Glimt,bodoe glimt,1600.46179199
2022-09-01,Bohemians Praha,bohemians praha,1341.85754395
2022-09-01,Borac Banja Luka,borac banja luka,1182.30078125
2022-09-01,Bordeaux,bordeaux,1507.04931641
2022-09-01,Botev Plovdiv,botev plovdiv,1229.86413574
2022-09-01,Botev Vratsa,botev vratsa,1119.18273926
2022-09-01,Botosani,botosani,1340.83215332
2022-09-01,Braga,braga,1670.26062012
2022-09-01,Braunschweig,braunschweig,1347.94812012
2022-09-01,Bravo,bravo,1202.99743652
2022-09-01,Breidablik,breidablik,1199.22119141
2022-09-01,Brescia,brescia,1485.42712402
2022-09-01,Brest,brest,1546.29858398
2022-09-01,Bristol City,bristol city,1466.35083008
2022-09-01,Brno,brno,1281.21936035
2022-09-01,Brondby,brondby,1455.46594238
2022-09-01,Brugge,brugge,1628.15588379
2022-09-01,Bueyueksehir,bueyueksehir,1546.51074219
2022-09-01,Burgos,burgos,1507.86071777
2022-09-01,Burnley,burnley,1675.97412109
2022-09-01,Caen,caen,1443.86633301
2022-09-01,Cagliari,cagliari,1519.06286621
2022-09-01,Cambuur,cambuur,1411.13696289
2022-09-01,Cardiff,cardiff,1457.8885498
2022-09-01,Cartagena,cartagena,1533.10668945
2022-09-01,Casa Pia,casa pia,1430.41210938
2022-09-01,Celje,celje,1214.41967773
2022-09-01,Celtic,celtic,1647.30444336
2022-09-01,Cercle Brugge,cercle brugge,1383.71533203
2022-09-01,Ceske Budejovice,ceske budejovice,1334.16345215
2022-09-01,CFR Cluj,cfr cluj,1479.95690918
2022-09-01,Charleroi,charleroi,1436.3458252
2022-09-01,Chaves,chaves,1429.97583008
2022-09-01,Cherno More,cherno more,1325.91040039
2022-09-01,Chernomorets,chernomorets,1221.59509277
2022-09-01,Chindia Targoviste,chindia targoviste,1219.81689453
2022-09-01,Cittadella,cittadella,1435.00622559
2022-09-01,Cliftonville,cliftonville,1064.0670166
2022-09-01,College Europa,college europa,930.532409668
2022-09-01,Como,como,1378.54309082
2022-09-01,Cosenza,cosenza,1352.68054199
2022-09-01,Coventry,coventry,1466.64001465
2022-09-01,Cracovia,cracovia,1334.09082031
2022-09-01,Craiova,craiova,1472.42370605
2022-09-01,Craiova 1948,craiova 1948,1276.03100586
2022-09-01,Crusaders,crusaders,1069.94824219
2022-09-01,Crvena Zvezda,crvena zvezda,1639.29248047
2022-09-01,CSKA 1948 Sofia,cska 1948 sofia,1304.95861816
2022-09-01,CSKA Moskva,cska moskva,1536.83081055
2022-09-01,CSKA Sofia,cska sofia,1410.86218262
2022-09-01,Cukaricki,cukaricki,1309.4074707
2022-09-01,Danilovgrad,danilovgrad,1024.41430664
2022-09-01,Darmstadt,darmstadt,1558.20239258
2022-09-01,Debrecen,debrecen,1215.76269531
2022-09-01,Decic,decic,1013.12762451
2022-09-01,Degerfors,degerfors,1229.27209473
2022-09-01,Derry City,derry city,1183.45483398
2022-09-01,Differdang,differdang,1059.37841797
2022-09-01,Dijon,dijon,1416.95458984
2022-09-01,Dila Gori,dila gori,1166.95568848
2022-09-01,Dinamo Brest,dinamo brest,1182.36901855
2022-09-01,Dinamo Minsk,dinamo minsk,1268.36669922
2022-09-01,Dinamo Tbilisi,dinamo tbilisi,1156.62890625
2022-09-01,Dinamo Zagreb,dinamo zagreb,1672.93603516
2022-09-01,Djurgarden,djurgarden,1519.87451172
2022-09-01,Dnepr Mogilev,dnepr mogilev,995.197998047
2022-09-01,Dnipro,dnipro,1422.95422363
2022-09-01,Domzale,domzale,1240.51159668
2022-09-01,Drita,drita,1145.20129395
2022-09-01,Dudelange,dudelange,1058.93481445
2022-09-01,Duesseldorf,duesseldorf,1520.66674805
2022-09-01,Dunajska,dunajska,1346.01928711
2022-09-01,Dundee United,dundee united,1263.15771484
2022-09-01,Dynamo Kyiv,dynamo kyiv,1596.1282959
2022-09-01,Dynamo Moskva,dynamo moskva,1535.2800293
2022-09-01,Dzarzhynsk,dzarzhynsk,989.416870117
2022-09-01,Eibar,eibar,1622.9888916
2022-09-01,Elfsborg,elfsborg,1397.41210938
2022-09-01,Emmen,emmen,1389.63671875
2022-09-01,Escaldes,escaldes,817.701660156
2022-09-01,Escale,escale,809.117614746
2022-09-01,Estoril,estoril,1438.82666016
2022-09-01,Eupen,eupen,1304.66271973
2022-09-01,Excelsior,excelsior,1401.21362305
2022-09-01,Fakel Voronezh,fakel voronezh,1310.87231445
2022-09-01,Famalicao,famalicao,1482.68237305
2022-09-01,Fatih Karaguemruek,fatih karaguemruek,1415.32116699
2022-09-01,FC Infonet,fc infonet,1026.06140137
2022-09-01,FC Khimki,fc khimki,1400.62158203
2022-09-01,FC Kobenhavn,fc kobenhavn,1568.34191895
2022-09-01,FC Krasnodar,fc krasnodar,1532.52978516
2022-09-01,FC Lviv,fc lviv,1237.84484863
2022-09-01,FCB Magpies,fcb magpies,876.982666016
2022-09-01,Fenerbahce,fenerbahce,1592.8951416
2022-09-01,Ferencvaros,ferencvaros,1511.41772461
2022-09-01,Feyenoord,feyenoord,1736.23986816
2022-09-01,FK Astana,fk astana,1378.46887207
2022-09-01,FK Minsk,fk minsk,1032.57800293
2022-09-01,FK Riga,fk riga,1279.76196289
2022-09-01,FK Vitebsk,fk vitebsk,1061.87255859
2022-09-01,Flora Tallinn,flora tallinn,1158.47265625
2022-09-01,Floriana,floriana,1061.70251465
2022-09-01,Fola Esch,fola esch,1043.79589844
2022-09-01,Frosinone,frosinone,1458.04101562
2022-09-01,Fuerth,fuerth,1471.75415039
2022-09-01,Gabala,gabala,1293.60009766
2022-09-01,Galatasaray,galatasaray,1491.81396484
2022-09-01,Gaziantep FK,gaziantep fk,1419.7010498
2022-09-01,Genk,genk,1526.45092773
2022-09-01,Genoa,genoa,1550.32287598
2022-09-01,Gent,gent,1509.72265625
2022-09-01,Giannina,giannina,1265.84057617
2022-09-01,Gil Vicente,gil vicente,1495.2421875
2022-09-01,Giresunspor,giresunspor,1360.31970215
2022-09-01,Go Ahead Eagles,go ahead eagles,1379.30895996
2022-09-01,Goeteborg,goeteborg,1395.95983887
2022-09-01,Gomel,gomel,1179.98132324
2022-09-01,Gornik,gornik,1328.47949219
2022-09-01,Gota,gota,1007.57183838
2022-09-01,Granada,granada,1660.38439941
2022-09-01,Grasshoppers,grasshoppers,1440.51672363
2022-09-01,Grenoble,grenoble,1397.39245605
2022-09-01,Groningen,groningen,1459.28845215
2022-09-01,Guimaraes,guimaraes,1508.61816406
2022-09-01,Guingamp,guingamp,1458.67126465
2022-09-01,Gzira United,gzira united,1066.56506348
2022-09-01,H Tel Aviv,h tel aviv,1336.81921387
2022-09-01,Haecken,haecken,1439.55334473
2022-09-01,Hajduk,hajduk,1528.77636719
2022-09-01,Ham-Kam,ham-kam,1303.10217285
2022-09-01,Hamburg,hamburg,1583.05834961
2022-09-01,Hammarby,hammarby,1479.76806641
2022-09-01,Hamrun,hamrun,1120.29455566
2022-09-01,Hannover,hannover,1460.95349121
2022-09-01,Hapoel Eran Hadera,hapoel eran hadera,1293.13598633
2022-09-01,Hapoel Haifa,hapoel haifa,1283.6628418
2022-09-01,Hapoel Jerusalem,hapoel jerusalem,1263.49047852
2022-09-01,Hartberg,hartberg,1378.54846191
2022-09-01,Hatayspor,hatayspor,1386.22485352
2022-09-01,Haugesund,haugesund,1353.65283203
2022-09-01,HB Torshavn,hb torshavn,1009.15106201
2022-09-01,Hearts,hearts,1362.64868164
2022-09-01,Hebar,hebar,1094.22644043
2022-09-01,Heerenveen,heerenveen,1509.00610352
2022-09-01,Heidenheim,heidenheim,1509.50622559
2022-09-01,Helsingborg,helsingborg,1210.23706055
2022-09-01,Hermannstadt,hermannstadt,1252.1550293
2022-09-01,Hibernian,hibernian,1323.79858398
2022-09-01,Hibernians Paola,hibernians paola,1056.67126465
2022-09-01,HJK Helsinki,hjk helsinki,1314.95349121
2022-09-01,HNK Gorica,hnk gorica,1348.02893066
2022-09-01,Holstein,holstein,1486.62402344
2022-09-01,Honved,honved,1257.12756348
2022-09-01,Horsens,horsens,1315.86401367
2022-09-01,Hradec Kralove,hradec kralove,1365.5534668
2022-09-01,Huddersfield,huddersfield,1533.88037109
2022-09-01,Huesca,huesca,1532.65063477
2022-09-01,Hull,hull,1459.82885742
2022-09-01,Ibiza Eivissa,ibiza eivissa,1470.75476074
2022-09-01,IK Sirius,ik sirius,1313.32080078
2022-09-01,Inhulets,inhulets,1249.46118164
2022-09-01,Inter Turku,inter turku,1219.24755859
2022-09-01,Ionikos,ionikos,1284.53186035
2022-09-01,Isloch,isloch,1110.18225098
2022-09-01,Istanbulspor,istanbulspor,1309.84448242
2022-09-01,Istra 1961,istra 1961,1275.64746094
2022-09-01,Ivanjica,ivanjica,1102.39221191
2022-09-01,Jablonec,jablonec,1350.44091797
2022-09-01,Jagiellonia,jagiellonia,1299.52062988
2022-09-01,Jerv,jerv,1211.1003418
2022-09-01,Kairat,kairat,1280.66442871
2022-09-01,Kalmar,kalmar,1382.11462402
2022-09-01,Karabakh Agdam,karabakh agdam,1529.94470215
2022-09-01,Karlsruhe,karlsruhe,1471.09716797
2022-09-01,Kasimpasa,kasimpasa,1423.98474121
2022-09-01,Kauno Zalgiris,kauno zalgiris,1116.91308594
2022-09-01,Kayseri,kayseri,1378.52563477
2022-09-01,Kecskemeti,kecskemeti,1209.98498535
2022-09-01,KF Gjilani,kf gjilani,1027.64587402
2022-09-01,Kilmarnock,kilmarnock,1249.2154541
2022-09-01,Kiryat Shmona,kiryat shmona,1377.72241211
2022-09-01,Kisvarda,kisvarda,1389.6229248
2022-09-01,Klagenfurt,klagenfurt,1394.31982422
2022-09-01,Klaksvik,klaksvik,1060.84399414
2022-09-01,Kolos,kolos,1372.71008301
2022-09-01,Kolubara Lazarevac,kolubara lazarevac,1144.22900391
2022-09-01,Konyaspor,konyaspor,1477.54467773
2022-09-01,Koper,koper,1281.19970703
2022-09-01,Korona,korona,1250.59814453
2022-09-01,Kortrijk,kortrijk,1331.13244629
2022-09-01,KR Reykjavik,kr reykjavik,1197.22351074
2022-09-01,Kragujevac,kragujevac,1079.04760742
2022-09-01,Kristiansund,kristiansund,1304.81689453
2022-09-01,Krusevac,krusevac,1126.4342041
2022-09-01,Kryliya Sovetov,kryliya sovetov,1432.17089844
2022-09-01,Kryvbas,kryvbas,1236.33764648
2022-09-01,Kuopio,kuopio,1343.81359863
2022-09-01,Kyzylzhar,kyzylzhar,1263.90600586
2022-09-01,La Fiorita,la fiorita,670.178100586
2022-09-01,Laci,laci,1189.63391113
2022-09-01,Lamia,lamia,1193.16003418
2022-09-01,Larnaca,larnaca,1467.81005859
2022-09-01,Larne,larne,1083.03833008
2022-09-01,Las Palmas,las palmas,1577.20483398
2022-09-01,LASK,lask,1523.90820312
2022-09-01,Lautern,lautern,1405.91674805
2022-09-01,Laval,laval,1325.98486328
2022-09-01,Le Havre,le havre,1416.21801758
2022-09-01,Lech,lech,1448.72753906
2022-09-01,Lechia,lechia,1329.00109863
2022-09-01,Leganes,leganes,1528.7175293
2022-09-01,Legia,legia,1405.56616211
2022-09-01,Leuven,leuven,1397.22058105
2022-09-01,Levadeiakos,levadeiakos,1210.09143066
2022-09-01,Levante,levante,1658.8885498
2022-09-01,Levski,levski,1365.73828125
2022-09-01,Liepajas,liepajas,1241.74768066
2022-09-01,Lincoln,lincoln,975.141601562
2022-09-01,Linfield,linfield,1108.98913574
2022-09-01,Livingston,livingston,1320.18981934
2022-09-01,Llapi,llapi,1033.90698242
2022-09-01,Lok Moskva,lok moskva,1499.16052246
2022-09-01,Lok Plovdiv,lok plovdiv,1282.98034668
2022-09-01,Lok Sofia,lok sofia,1148.28723145
2022-09-01,Lok Zagreb,lok zagreb,1365.44018555
2022-09-01,Lubin,lubin,1296.70654297
2022-09-01,Lugano,lugano,1447.76269531
2022-09-01,Lugo,lugo,1477.39782715
2022-09-01,Lustenau,lustenau,1365.92077637
2022-09-01,Luton,luton,1531.16992188
2022-09-01,Luzern,luzern,1479.6965332
2022-09-01,Lyngby,lyngby,1270.49523926
2022-09-01,M Tel Aviv,m tel aviv,1566.8572998
2022-09-01,Maccabi Bnei Raina,maccabi bnei raina,1240.96765137
2022-09-01,Maccabi Haifa,maccabi haifa,1603.12768555
2022-09-01,Magdeburg,magdeburg,1354.94848633
2022-09-01,Makedonija,makedonija,1114.55419922
2022-09-01,Malaga,malaga,1450.74694824
2022-09-01,Malmoe,malmoe,1477.50292969
2022-09-01,Maribor,maribor,1276.97973633
2022-09-01,Maritimo,maritimo,1424.65454102
2022-09-01,Mechelen,mechelen,1415.95983887
2022-09-01,Metal Kharkiv,metal kharkiv,1250.92565918
2022-09-01,Metalist 1925,metalist 1925,1243.24768066
2022-09-01,Metz,metz,1511.85351562
2022-09-01,Mezokovesd-Zsory,mezokovesd-zsory,1244.45568848
2022-09-01,Middlesbrough,middlesbrough,1505.36071777
2022-09-01,Midtjylland,midtjylland,1544.13818359
2022-09-01,Miedz Legnica,miedz legnica,1212.1282959
2022-09-01,Millwall,millwall,1514.25463867
2022-09-01,Milsami Orhei,milsami orhei,1223.07458496
2022-09-01,Mioveni,mioveni,1194.48852539
2022-09-01,Mirandes,mirandes,1476.59912109
2022-09-01,Mjaellby,mjaellby,1385.80908203
2022-09-01,Mlada Boleslav,mlada boleslav,1368.61914062
2022-09-01,Mladost Lucani,mladost lucani,1168.62133789
2022-09-01,Mladost Novi Sad,mladost novi sad,1063.15136719
2022-09-01,Molde,molde,1608.28625488
2022-09-01,Motherwell,motherwell,1285.56323242
2022-09-01,Mura,mura,1295.11682129
2022-09-01,Mynai,mynai,1190.20581055
2022-09-01,Neftchi,neftchi,1317.98901367
2022-09-01,Neman Grodno,neman grodno,1135.42504883
2022-09-01,Netanya,netanya,1405.72912598
2022-09-01,Newtown AFC,newtown afc,1012.68884277
2022-09-01,NFC Volos,nfc volos,1283.20825195
2022-09-01,Nijmegen,nijmegen,1417.95678711
2022-09-01,Nimes,nimes,1401.69299316
2022-09-01,Niort,niort,1334.24645996
2022-09-01,Nis,nis,1224.09716797
2022-09-01,Nizhny Novgorod,nizhny novgorod,1375.23095703
2022-09-01,Nordsjaelland,nordsjaelland,1433.26208496
2022-09-01,Norrkoeping,norrkoeping,1340.69384766
2022-09-01,Norwich,norwich,1578.65710449
2022-09-01,Nova Gorica,nova gorica,1093.33581543
2022-09-01,Novi Pazar,novi pazar,1221.32763672
2022-09-01,Novi Sad,novi sad,1254.37878418
2022-09-01,Nuernberg,nuernberg,1459.17492676
2022-09-01,Odd Grenland,odd grenland,1337.45263672
2022-09-01,Odense,odense,1364.70996094
2022-09-01,OFI,ofi,1235.68725586
2022-09-01,Olexandriya,olexandriya,1371.34191895
2022-09-01,Olimpija Ljubljana,olimpija ljubljana,1342.19628906
2022-09-01,Olympiakos,olympiakos,1554.65649414
2022-09-01,Omonia,omonia,1467.0703125
2022-09-01,Oostende,oostende,1353.0423584
2022-09-01,Osijek,osijek,1467.98010254
2022-09-01,Oviedo,oviedo,1583.18115234
2022-09-01,Pacos Ferreira,pacos ferreira,1415.66381836
2022-09-01,Paderborn,paderborn,1543.23034668
2022-09-01,Paide Linnameeskond,paide linnameeskond,1053.22802734
2022-09-01,Paksi,paksi,1324.28527832
2022-09-01,Palermo,palermo,1355.57116699
2022-09-01,Panathinaikos,panathinaikos,1448.92932129
2022-09-01,Panetolikos,panetolikos,1229.48925781
2022-09-01,Panevezys,panevezys,1142.21899414
2022-09-01,PAOK,paok,1465.63903809
2022-09-01,Pardubice,pardubice,1287.68615723
2022-09-01,Paris FC,paris fc,1476.7734375
2022-09-01,Parma,parma,1450.08874512
2022-09-01,Partizan,partizan,1523.61047363
2022-09-01,Partizani Tirana,partizani tirana,1194.13256836
2022-09-01,Pau,pau,1348.90539551
2022-09-01,Perugia,perugia,1403.36474609
2022-09-01,Petrocub,petrocub,1232.80578613
2022-09-01,Petrolul Ploiesti,petrolul ploiesti,1242.64990234
2022-09-01,Piast Gliwice,piast gliwice,1387.49450684
2022-09-01,Pisa,pisa,1436.43408203
2022-09-01,Plock,plock,1364.57580566
2022-09-01,Podgorica,podgorica,1016.31286621
2022-09-01,Pogon,pogon,1430.32617188
2022-09-01,Ponferradina,ponferradina,1519.12512207
2022-09-01,Portimonense,portimonense,1464.40917969
2022-09-01,Porto,porto,1820.65563965
2022-09-01,Preston,preston,1521.39208984
2022-09-01,PSV,psv,1771.66992188
2022-09-01,Puskas Akademia,puskas akademia,1330.74560547
2022-09-01,Pyunik,pyunik,1168.9375
2022-09-01,QPR,qpr,1496.54870605
2022-09-01,R Letzebuerg,r letzebuerg,1043.50744629
2022-09-01,Radnik Surdulica,radnik surdulica,1159.93408203
2022-09-01,Radomiak,radomiak,1301.31591797
2022-09-01,Radomlje,radomlje,1208.40881348
2022-09-01,Rakow,rakow,1496.12841797
2022-09-01,Randers,randers,1454.38378906
2022-09-01,Rangers,rangers,1723.5
2022-09-01,Rapid Bucuresti,rapid bucuresti,1333.59838867
2022-09-01,Rapid Wien,rapid wien,1502.15893555
2022-09-01,Razgrad,razgrad,1521.85900879
2022-09-01,Reading,reading,1440.09216309
2022-09-01,Regensburg,regensburg,1409.81286621
2022-09-01,Reggina,reggina,1386.00341797
2022-09-01,Reims,reims,1594.34802246
2022-09-01,RFS,rfs,1245.83203125
2022-09-01,Ried,ried,1350.79882812
2022-09-01,Rijeka,rijeka,1417.95861816
2022-09-01,Rio Ave,rio ave,1418.09729004
2022-09-01,Rodez,rodez,1347.64782715
2022-09-01,Rosenborg,rosenborg,1492.87072754
2022-09-01,Ross County,ross county,1279.64648438
2022-09-01,Rostock,rostock,1435.7286377
2022-09-01,Rostov,rostov,1482.96325684
2022-09-01,Rotherham,rotherham,1436.10986328
2022-09-01,Rukh Lviv,rukh lviv,1275.97705078
2022-09-01,Ruzomberok,ruzomberok,1336.50549316
2022-09-01,Saburtalo,saburtalo,1182.44445801
2022-09-01,Saint-Etienne,saint-etienne,1474.53430176
2022-09-01,Salzburg,salzburg,1747.40930176
2022-09-01,Sandefjord,sandefjord,1313.96386719
2022-09-01,Sandhausen,sandhausen,1439.50219727
2022-09-01,Santa Clara,santa clara,1466.55993652
2022-09-01,Santander,santander,1419.63061523
2022-09-01,Sarpsborg,sarpsborg,1334.19519043
2022-09-01,Schalke,schalke,1569.1829834
2022-09-01,Seinajoki,seinajoki,1254.51513672
2022-09-01,Sektzia Nes Tziona,sektzia nes tziona,1230.64282227
2022-09-01,Sepsi,sepsi,1355.17016602
2022-09-01,Septemvri Sofia,septemvri sofia,1107.43310547
2022-09-01,Seraing,seraing,1261.11791992
2022-09-01,Servette,servette,1445.41662598
2022-09-01,Sfintul Gheorghe,sfintul gheorghe,1255.16430664
2022-09-01,Shakhtar,shakhtar,1637.4041748
2022-09-01,Shamrock,shamrock,1203.91845703
2022-09-01,Sheffield United,sheffield united,1612.83776855
2022-09-01,Sheriff Tiraspol,sheriff tiraspol,1465.79052734
2022-09-01,Shkendija,shkendija,1233.52832031
2022-09-01,Shkupi,shkupi,1076.86486816
2022-09-01,Sibenik,sibenik,1249.87573242
2022-09-01,Sigma Olomouc,sigma olomouc,1361.82019043
2022-09-01,Silkeborg,silkeborg,1442.71191406
2022-09-01,Sion,sion,1434.6751709
2022-09-01,Sittard,sittard,1405.90881348
2022-09-01,Sivasspor,sivasspor,1414.78613281
2022-09-01,Slask,slask,1287.90380859
2022-09-01,Slaven Belupo,slaven belupo,1336.47644043
2022-09-01,Slavia Mozyr,slavia mozyr,1089.78771973
2022-09-01,Slavia Praha,slavia praha,1653.72094727
2022-09-01,Slavia Sofia,slavia sofia,1241.03076172
2022-09-01,Sligo,sligo,1202.16577148
2022-09-01,Slovacko,slovacko,1490.82067871
2022-09-01,Slovan Bratislava,slovan bratislava,1361.28735352
2022-09-01,Slovan Liberec,slovan liberec,1389.30859375
2022-09-01,Slutsk,slutsk,1064.73083496
2022-09-01,Sochaux,sochaux,1487.66455078
2022-09-01,Sochi,sochi,1548.78540039
2022-09-01,Soligorsk,soligorsk,1299.87744141
2022-09-01,Spal,spal,1407.3527832
2022-09-01,Sparta Praha,sparta praha,1533.31677246
2022-09-01,Sparta Rotterdam,sparta rotterdam,1483.91101074
2022-09-01,Spartak Moskva,spartak moskva,1555.7767334
2022-09-01,Spartak Varna,spartak varna,1067.68664551
2022-09-01,Sporting,sporting,1739.10449219
2022-09-01,St Gillis,st gillis,1512.45068359
2022-09-01,St Johnstone,st johnstone,1252.8482666
2022-09-01,St Josephs,st josephs,934.38067627
2022-09-01,St Mirren,st mirren,1299.2565918
2022-09-01,St Patricks,st patricks,1203.12536621
2022-09-01,St Pauli,st pauli,1493.82446289
2022-09-01,St Truiden,st truiden,1443.43334961
2022-09-01,Stal Mielec,stal mielec,1284.61560059
2022-09-01,Standard,standard,1355.31896973
2022-09-01,Steaua,steaua,1462.58056641
2022-09-01,StGallen,stgallen,1526.36767578
2022-09-01,Stoke,stoke,1485.95800781
2022-09-01,Stromsgodset,stromsgodset,1379.78015137
2022-09-01,Sturm Graz,sturm graz,1540.12561035
2022-09-01,Suduva,suduva,1256.02868652
2022-09-01,Suedtirol,suedtirol,1324.97155762
2022-09-01,Sunderland,sunderland,1443.55053711
2022-09-01,Sundsvall,sundsvall,1170.33886719
2022-09-01,Sutjeska,sutjeska,1006.2611084
2022-09-01,Sverdlovsk,sverdlovsk,1362.44104004
2022-09-01,Swansea,swansea,1478.89257812
2022-09-01,Tabor Sezana,tabor sezana,1141.4744873
2022-09-01,Tenerife,tenerife,1542.31982422
2022-09-01,Teplice,teplice,1247.65136719
2022-09-01,Terek Grozny,terek grozny,1451.47424316
2022-09-01,Ternana,ternana,1390.47106934
2022-09-01,Tescoma Zlin,tescoma zlin,1278.15771484
2022-09-01,The New Saints,the new saints,1125.05529785
2022-09-01,Tirana,tirana,1143.49523926
2022-09-01,Tobol,tobol,1237.76916504
2022-09-01,Torpedo Moskva,torpedo moskva,1282.08239746
2022-09-01,Torpedo Zhodino,torpedo zhodino,1122.17504883
2022-09-01,Trabzonspor,trabzonspor,1547.40881348
2022-09-01,Tre Fiori,tre fiori,740.920227051
2022-09-01,Tre Penne,tre penne,691.764404297
2022-09-01,Trnava,trnava,1351.44873047
2022-09-01,Tromso,tromso,1361.80004883
2022-09-01,Tuzla City,tuzla city,1230.62121582
2022-09-01,Twente,twente,1592.55578613
2022-09-01,Ujpest,ujpest,1287.2833252
2022-09-01,Umraniyespor,umraniyespor,1309.56506348
2022-09-01,Universitatea Cluj,universitatea cluj,1199.94421387
2022-09-01,US Quevilly,us quevilly,1323.99145508
2022-09-01,UTA Arad,uta arad,1266.97644043
2022-09-01,Utrecht,utrecht,1514.25708008
2022-09-01,Vaduz,vaduz,1396.96923828
2022-09-01,Valenciennes,valenciennes,1382.16662598
2022-09-01,Valerenga,valerenga,1440.34301758
2022-09-01,Valmieras,valmieras,1185.91174316
2022-09-01,Varazdin,varazdin,1248.44116211
2022-09-01,Varbergs,varbergs,1282.87756348
2022-09-01,Varnamo,varnamo,1259.82617188
2022-09-01,Vasas SC,vasas sc,1186.73278809
2022-09-01,Velez Mostar,velez mostar,1214.52734375
2022-09-01,Venezia,venezia,1471.0222168
2022-09-01,Veres,veres,1307.03601074
2022-09-01,Viborg,viborg,1407.88330078
2022-09-01,Videoton,videoton,1358.20336914
2022-09-01,Viitorul,viitorul,1370.1875
2022-09-01,Viking,viking,1441.39978027
2022-09-01,Vikingur,vikingur,1216.73352051
2022-09-01,Viktoria Plzen,viktoria plzen,1621.82702637
2022-09-01,Vitesse,vitesse,1492.66687012
2022-09-01,Vizela,vizela,1405.96899414
2022-09-01,Vllaznia,vllaznia,1180.96862793
2022-09-01,Volendam,volendam,1381.10229492
2022-09-01,Voluntari,voluntari,1288.03759766
2022-09-01,Vorskla,vorskla,1354.41503906
2022-09-01,Vozdovac Beograd,vozdovac beograd,1249.84057617
2022-09-01,Waalwijk,waalwijk,1442.94042969
2022-09-01,Warta,warta,1321.48962402
2022-09-01,Watford,watford,1588.39318848
2022-09-01,Wattens,wattens,1400.17431641
2022-09-01,West Brom,west brom,1528.92626953
2022-09-01,Westerlo,westerlo,1318.17468262
2022-09-01,Widzew,widzew,1251.15283203
2022-09-01,Wigan,wigan,1426.94628906
2022-09-01,Young Boys,young boys,1651.4810791
2022-09-01,Zalaegerszegi,zalaegerszegi,1254.31384277
2022-09-01,Zalgiris Vilnius,zalgiris vilnius,1239.35180664
2022-09-01,Zaragoza,zaragoza,1511.51647949
